id,rawName,website,sourceType,sourceName,sourceUrl,description,homepageText,careersText,lastActivityDate,country,estimatedSize,stageHint,agentConfidence,expectedCategory,expectedTrashReason
raw_0266,Prospectly AI,https://www.prospectly.ai,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/prospectly-266,"Prospectly is a B2B SaaS company building software for sales, revenue, and operations teams.","Prospectly is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-05-12,Australia,11-50,Seed,84,qualified_candidate,
raw_0267,RevOpsIQ,https://revopsiq.com,startup_directory,EarlySaaS Directory,https://example-startup-directory.com/company/revopsiq-267,"RevOpsIQ is a B2B SaaS company building software for sales, revenue, and operations teams.","RevOpsIQ is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-06-10,Canada,11-50,Seed,89,qualified_candidate,
raw_0268,WorkflowPathParked,https://workflowpathparked.com,careers_page,ATS Job Board Extraction,https://jobs.example-ats.com/workflowpathparked-268,WorkflowPathParked is an old startup listing from a previous event.,Parked domain. Buy this domain today.,,2022-03-11,Netherlands,11-50,Unknown,68,dead_or_stale,Dead/stale/parked company
raw_0269,DemoBaseStudio,https://demobasestudio.com,accelerator,Northstar SaaS Demo Day,https://example-seedlaunch.com/batch/demobasestudio-269,DemoBaseStudio is a creative design and marketing services agency.,"DemoBaseStudio is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-03-16,Australia,11-50,Unknown,73,agency_or_service_provider,Not ICP: agency/service provider
raw_0270,QuotaLabsOld,https://quotalabsold.com,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/quotalabsold-270,QuotaLabsOld is an old startup listing from a previous event.,Parked domain. Buy this domain today.,,2020-06-07,Singapore,1-10,Unknown,84,dead_or_stale,Dead/stale/parked company
raw_0271,SignalLabs,https://signallabs.ai,startup_directory,EarlySaaS Directory,https://example-startup-directory.com/company/signallabs-271,"SignalLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","SignalLabs gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-03-02,Australia,201-500,Series A,89,qualified_candidate,
raw_0272,SignalLabs AI,https://signallabs.ai,accelerator,Northstar SaaS Demo Day,https://example-seedlaunch.com/batch/signallabs-272,"SignalLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","SignalLabs gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-03-02,Australia,201-500,Series A,73,qualified_candidate,
raw_0273,GrowthLayer,https://growthlayer.app,careers_page,ATS Job Board Extraction,https://jobs.example-ats.com/growthlayer-273,"GrowthLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","GrowthLayer is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-04-03,UK,201-500,Unknown,84,qualified_candidate,
raw_0274,ForecastLayer,https://forecastlayer.io,accelerator,ScaleBridge Accelerator Portfolio,https://example-seedlaunch.com/batch/forecastlayer-274,"ForecastLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","ForecastLayer gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-31,US,51-200,Seed,84,qualified_candidate,
raw_0275,ForecastLayer AI,https://www.forecastlayer.io,funding_news,Venture Update Feed,https://example-funding-digest.com/startups/forecastlayer-275,"ForecastLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","ForecastLayer gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-31,US,51-200,Seed,89,qualified_candidate,
raw_0276,LedgerWave,https://ledgerwave.com,accelerator,Foundry Ventures Startup Batch,https://example-seedlaunch.com/batch/ledgerwave-276,"LedgerWave is a B2B SaaS company building software for sales, revenue, and operations teams.","LedgerWave helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-04-07,US,11-50,Series B,68,qualified_candidate,
raw_0277,MeetingNexusParked,https://meetingnexusparked.com,conference,AI SaaS Week Exhibitor Index,https://example-saas-growth-summit.com/exhibitors/meetingnexusparked-277,MeetingNexusParked is an old startup listing from a previous event.,This domain is for sale.,,2022-02-09,India,Unknown,Unknown,84,dead_or_stale,Dead/stale/parked company
raw_0278,MeetingNexusParked AI,https://www.meetingnexusparked.com,accelerator,SeedLaunch Accelerator Batch,https://example-seedlaunch.com/batch/meetingnexusparked-278,MeetingNexusParked is an old startup listing from a previous event.,This domain is for sale.,,2022-02-09,India,Unknown,Unknown,89,dead_or_stale,Dead/stale/parked company
raw_0279,SalesForgeOld,https://salesforgeold.com,conference,GTM Leaders Expo Sponsor List,https://example-saas-growth-summit.com/exhibitors/salesforgeold-279,SalesForgeOld is an old startup listing from a previous event.,This website is no longer available.,,2020-06-28,UK,11-50,Unknown,68,dead_or_stale,Dead/stale/parked company
raw_0280,SalesForgeOld AI,https://www.salesforgeold.com,funding_news,Venture Update Feed,https://example-funding-digest.com/startups/salesforgeold-280,SalesForgeOld is an old startup listing from a previous event.,This website is no longer available.,,2020-06-28,UK,11-50,Unknown,68,dead_or_stale,Dead/stale/parked company
raw_0281,LeadVistaAgency,https://leadvistaagency.com,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/leadvistaagency-281,LeadVistaAgency is a creative design and marketing services agency.,"LeadVistaAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-08,Germany,11-50,Unknown,68,agency_or_service_provider,Not ICP: agency/service provider
raw_0282,LeadVistaAgency AI,https://www.leadvistaagency.com,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/leadvistaagency-282,LeadVistaAgency is a creative design and marketing services agency.,"LeadVistaAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-08,Germany,11-50,Unknown,94,agency_or_service_provider,Not ICP: agency/service provider
raw_0283,SalesBaseMedia,https://salesbasemedia.com,conference,SaaS Growth Summit Exhibitors,https://example-saas-growth-summit.com/exhibitors/salesbasemedia-283,SalesBaseMedia is a creative design and marketing services agency.,"SalesBaseMedia is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-31,Germany,51-200,Unknown,78,agency_or_service_provider,Not ICP: agency/service provider
raw_0284,AccountLabs,https://accountlabs.ai,funding_news,Venture Update Feed,https://example-funding-digest.com/startups/accountlabs-284,"AccountLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountLabs is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-29,Singapore,201-500,Series B,68,qualified_candidate,
raw_0285,AccountLabs AI,https://www.accountlabs.ai,careers_page,GTM Job Feed,https://jobs.example-ats.com/accountlabs-285,"AccountLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountLabs is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-29,Singapore,201-500,Series B,73,qualified_candidate,
raw_0286,AccountLabs Inc.,https://accountlabs.ai/,startup_directory,Startup Signal Directory,https://example-startup-directory.com/company/accountlabs-286,"AccountLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountLabs is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-29,Singapore,201-500,Series B,84,qualified_candidate,
raw_0287,AccountGridStudio,https://accountgridstudio.com,accelerator,ScaleBridge Accelerator Portfolio,https://example-seedlaunch.com/batch/accountgridstudio-287,AccountGridStudio is a creative design and marketing services agency.,"AccountGridStudio is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-06-06,Singapore,1-10,Bootstrapped,78,agency_or_service_provider,Not ICP: agency/service provider
raw_0288,AccountGridStudio AI,https://www.accountgridstudio.com,conference,AI SaaS Week Exhibitor Index,https://example-saas-growth-summit.com/exhibitors/accountgridstudio-288,AccountGridStudio is a creative design and marketing services agency.,"AccountGridStudio is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-06-06,Singapore,1-10,Bootstrapped,68,agency_or_service_provider,Not ICP: agency/service provider
raw_0289,ProspectForge,https://prospectforge.co,accelerator,SeedLaunch Accelerator Batch,https://example-seedlaunch.com/batch/prospectforge-289,"ProspectForge appears in a startup source, but there is limited evidence about current business model or activity.",Early-stage company building workflow tools. More evidence needed.,,2020-05-03,India,Unknown,Unknown,58,needs_review,Needs review: weak evidence
raw_0290,DemoFlowCreative,https://demoflowcreative.com,accelerator,ScaleBridge Accelerator Portfolio,https://example-seedlaunch.com/batch/demoflowcreative-290,DemoFlowCreative is a creative design and marketing services agency.,"DemoFlowCreative is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-06-18,Australia,11-50,Bootstrapped,62,agency_or_service_provider,Not ICP: agency/service provider
raw_0291,AccountIQ,https://accountiq.com,conference,SaaS Growth Summit Exhibitors,https://example-saas-growth-summit.com/exhibitors/accountiq-291,"AccountIQ is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountIQ helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-06-09,UK,51-200,Seed,73,qualified_candidate,
raw_0292,AccountIQ AI,https://www.accountiq.com,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/accountiq-292,"AccountIQ is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountIQ helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-06-09,UK,51-200,Seed,78,qualified_candidate,
raw_0293,ProspectLayerOld,https://prospectlayerold.com,accelerator,ScaleBridge Accelerator Portfolio,https://example-seedlaunch.com/batch/prospectlayerold-293,ProspectLayerOld is an old startup listing from a previous event.,This domain is for sale.,,2022-11-06,Singapore,11-50,Unknown,84,dead_or_stale,Dead/stale/parked company
raw_0294,GTMFlowCreative,https://gtmflowcreative.com,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/gtmflowcreative-294,GTMFlowCreative is a creative design and marketing services agency.,"GTMFlowCreative is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-06-01,UK,51-200,Unknown,94,agency_or_service_provider,Not ICP: agency/service provider
raw_0295,LeadFlow,https://leadflow.io,funding_news,Seed Round News Feed,https://example-funding-digest.com/startups/leadflow-295,"LeadFlow is a B2B SaaS company building software for sales, revenue, and operations teams.","LeadFlow gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-03-02,Singapore,51-200,Series A,89,qualified_candidate,
raw_0296,LeadFlow AI,https://leadflow.io,careers_page,Public Career Page Scan,https://jobs.example-ats.com/leadflow-296,"LeadFlow is a B2B SaaS company building software for sales, revenue, and operations teams.","LeadFlow gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-03-02,Singapore,51-200,Series A,94,qualified_candidate,
raw_0297,SalesNexusClinic,https://salesnexusclinic.com,conference,B2B Revenue Conference Booth Directory,https://example-saas-growth-summit.com/exhibitors/salesnexusclinic-297,"SalesNexusClinic is a consumer or local business, not a B2B SaaS buyer.","SalesNexusClinic is a consumer-focused local business providing lifestyle services, bookings, and retail experiences.",,2026-05-21,Australia,11-50,Bootstrapped,73,irrelevant_business,Not ICP: irrelevant business
raw_0298,DataStack,https://datastack.com,conference,AI SaaS Week Exhibitor Index,https://example-saas-growth-summit.com/exhibitors/datastack-298,"DataStack is a B2B SaaS company building software for sales, revenue, and operations teams.","DataStack is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-04-04,US,11-50,Series B,84,qualified_candidate,
raw_0299,DemoHub,https://demohub.dev,startup_directory,EarlySaaS Directory,https://example-startup-directory.com/company/demohub-299,"DemoHub is a B2B SaaS company building software for sales, revenue, and operations teams.","DemoHub is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-03-29,Netherlands,201-500,Series A,84,qualified_candidate,
raw_0300,ForecastHubGames,https://forecasthubgames.com,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/forecasthubgames-300,"ForecastHubGames is a consumer or local business, not a B2B SaaS buyer.","ForecastHubGames is a consumer-focused local business providing lifestyle services, bookings, and retail experiences.",,2026-06-04,Australia,1-10,Unknown,73,irrelevant_business,Not ICP: irrelevant business
raw_0301,DealPilotAgency,https://dealpilotagency.com,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/dealpilotagency-301,DealPilotAgency is a creative design and marketing services agency.,"DealPilotAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-03-21,US,1-10,Unknown,68,agency_or_service_provider,Not ICP: agency/service provider
raw_0302,DealPilotAgency AI,https://dealpilotagency.com,startup_directory,Startup Signal Directory,https://example-startup-directory.com/company/dealpilotagency-302,DealPilotAgency is a creative design and marketing services agency.,"DealPilotAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-03-21,US,1-10,Unknown,89,agency_or_service_provider,Not ICP: agency/service provider
raw_0303,RevenueOSClinic,https://revenueosclinic.com,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/revenueosclinic-303,"RevenueOSClinic is a consumer or local business, not a B2B SaaS buyer.","RevenueOSClinic is a consumer-focused local business providing lifestyle services, bookings, and retail experiences.",,2026-04-10,UK,11-50,Bootstrapped,62,irrelevant_business,Not ICP: irrelevant business
raw_0304,MeetingStack,https://meetingstack.co,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/meetingstack-304,"MeetingStack is a B2B SaaS company building software for sales, revenue, and operations teams.","MeetingStack helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-03-12,US,201-500,Seed,62,qualified_candidate,
raw_0305,RevenuePathCafe,https://revenuepathcafe.com,conference,AI SaaS Week Exhibitor Index,https://example-saas-growth-summit.com/exhibitors/revenuepathcafe-305,"RevenuePathCafe is a consumer or local business, not a B2B SaaS buyer.","RevenuePathCafe is a consumer-focused local business providing lifestyle services, bookings, and retail experiences.",,2026-02-18,India,11-50,Bootstrapped,68,irrelevant_business,Not ICP: irrelevant business
raw_0306,DemoOS,https://demoos.co,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/demoos-306,"DemoOS is a B2B SaaS company building software for sales, revenue, and operations teams.","DemoOS is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.",,2026-05-02,US,201-500,Seed,78,qualified_candidate,
raw_0307,CloseForge,https://closeforge.co,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/closeforge-307,"CloseForge is a B2B SaaS company building software for sales, revenue, and operations teams.","CloseForge gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-04-09,Australia,11-50,Series B,89,qualified_candidate,
raw_0308,RevenueHubStudio,https://revenuehubstudio.com,conference,AI SaaS Week Exhibitor Index,https://example-saas-growth-summit.com/exhibitors/revenuehubstudio-308,RevenueHubStudio is a creative design and marketing services agency.,"RevenueHubStudio is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-20,India,51-200,Bootstrapped,94,agency_or_service_provider,Not ICP: agency/service provider
raw_0309,RevenueHubStudio AI,https://revenuehubstudio.com,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/revenuehubstudio-309,RevenueHubStudio is a creative design and marketing services agency.,"RevenueHubStudio is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-20,India,51-200,Bootstrapped,78,agency_or_service_provider,Not ICP: agency/service provider
raw_0310,PipelineLayer,https://pipelinelayer.dev,startup_directory,Cloud Software Landscape,https://example-startup-directory.com/company/pipelinelayer-310,"PipelineLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","PipelineLayer gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-06-13,UK,201-500,Unknown,89,qualified_candidate,
raw_0311,PipelineLayer AI,https://www.pipelinelayer.dev,conference,GTM Leaders Expo Sponsor List,https://example-saas-growth-summit.com/exhibitors/pipelinelayer-311,"PipelineLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","PipelineLayer gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-06-13,UK,201-500,Unknown,89,qualified_candidate,
raw_0312,MeetingGridArchived,https://meetinggridarchived.com,startup_directory,Startup Signal Directory,https://example-startup-directory.com/company/meetinggridarchived-312,MeetingGridArchived is an old startup listing from a previous event.,Parked domain. Buy this domain today.,,2019-05-09,India,11-50,Unknown,78,dead_or_stale,Dead/stale/parked company
raw_0313,ProspectLabs,https://prospectlabs.ai,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/prospectlabs-313,"ProspectLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","ProspectLabs helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-05-28,Australia,51-200,Series B,94,qualified_candidate,
raw_0314,ForecastWave,https://forecastwave.co,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/forecastwave-314,"ForecastWave is a B2B SaaS company building software for sales, revenue, and operations teams.","ForecastWave is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-05-29,Singapore,51-200,Seed,62,qualified_candidate,
raw_0315,GrowthBaseStudio,https://growthbasestudio.com,careers_page,GTM Job Feed,https://jobs.example-ats.com/growthbasestudio-315,GrowthBaseStudio is a creative design and marketing services agency.,"GrowthBaseStudio is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-03-24,Germany,11-50,Bootstrapped,84,agency_or_service_provider,Not ICP: agency/service provider
raw_0316,RevenueGridClosed,https://revenuegridclosed.com,conference,SaaS Growth Summit Exhibitors,https://example-saas-growth-summit.com/exhibitors/revenuegridclosed-316,RevenueGridClosed is an old startup listing from a previous event.,Parked domain. Buy this domain today.,,2019-07-12,UK,Unknown,Unknown,62,dead_or_stale,Dead/stale/parked company
raw_0317,CloudWave,https://cloudwave.io,funding_news,Venture Update Feed,https://example-funding-digest.com/startups/cloudwave-317,"CloudWave is a B2B SaaS company building software for sales, revenue, and operations teams.","CloudWave is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-06-03,US,51-200,Seed,94,qualified_candidate,
raw_0318,SignalHubClosed,https://signalhubclosed.com,conference,GTM Leaders Expo Sponsor List,https://example-saas-growth-summit.com/exhibitors/signalhubclosed-318,SignalHubClosed is an old startup listing from a previous event.,404 not found.,,2019-03-09,Germany,11-50,Unknown,89,dead_or_stale,Dead/stale/parked company
raw_0319,SignalHubClosed AI,https://www.signalhubclosed.com,startup_directory,Cloud Software Landscape,https://example-startup-directory.com/company/signalhubclosed-319,SignalHubClosed is an old startup listing from a previous event.,404 not found.,,2019-03-09,Germany,11-50,Unknown,62,dead_or_stale,Dead/stale/parked company
raw_0320,SignalLayer,https://signallayer.com,startup_directory,Cloud Software Landscape,https://example-startup-directory.com/company/signallayer-320,"SignalLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","SignalLayer helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.",,2026-05-18,Singapore,201-500,Seed,84,qualified_candidate,
raw_0321,SignalLayer AI,https://signallayer.com,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/signallayer-321,"SignalLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","SignalLayer helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","Open roles: Sales Development Representative, Account Executive, and RevOps Manager.",2026-05-18,Singapore,201-500,Seed,78,qualified_candidate,
raw_0322,SignalLayer Inc.,https://signallayer.com,startup_directory,Startup Signal Directory,https://example-startup-directory.com/company/signallayer-322,"SignalLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","SignalLayer helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.",,2026-05-18,Singapore,201-500,Seed,84,qualified_candidate,
raw_0323,GrowthLabs,https://growthlabs.io,conference,GTM Leaders Expo Sponsor List,https://example-saas-growth-summit.com/exhibitors/growthlabs-323,"GrowthLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","GrowthLabs helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-05-18,Singapore,11-50,Series B,84,qualified_candidate,
raw_0324,GrowthLabs AI,https://growthlabs.io,careers_page,ATS Job Board Extraction,https://jobs.example-ats.com/growthlabs-324,"GrowthLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","GrowthLabs helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-05-18,Singapore,11-50,Series B,68,qualified_candidate,
raw_0325,Accountly,https://accountly.app,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/accountly-325,"Accountly is a B2B SaaS company building software for sales, revenue, and operations teams.","Accountly is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-04-07,Netherlands,11-50,Series A,68,qualified_candidate,
raw_0326,Accountly AI,https://accountly.app,careers_page,Public Career Page Scan,https://jobs.example-ats.com/accountly-326,"Accountly is a B2B SaaS company building software for sales, revenue, and operations teams.","Accountly is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-04-07,Netherlands,11-50,Series A,68,qualified_candidate,
raw_0327,RevenueEngineMedia,https://revenueenginemedia.com,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/revenueenginemedia-327,RevenueEngineMedia is a creative design and marketing services agency.,"RevenueEngineMedia is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-06-18,India,51-200,Bootstrapped,94,agency_or_service_provider,Not ICP: agency/service provider
raw_0328,RevenueEngineMedia AI,https://revenueenginemedia.com,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/revenueenginemedia-328,RevenueEngineMedia is a creative design and marketing services agency.,"RevenueEngineMedia is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-06-18,India,51-200,Bootstrapped,84,agency_or_service_provider,Not ICP: agency/service provider
raw_0329,BuyerlyCreative,https://buyerlycreative.com,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/buyerlycreative-329,BuyerlyCreative is a creative design and marketing services agency.,"BuyerlyCreative is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-02,Netherlands,51-200,Bootstrapped,68,agency_or_service_provider,Not ICP: agency/service provider
raw_0330,DemoNexusLegacy,https://demonexuslegacy.com,accelerator,ScaleBridge Accelerator Portfolio,https://example-seedlaunch.com/batch/demonexuslegacy-330,DemoNexusLegacy is an old startup listing from a previous event.,404 not found.,,2019-12-18,India,1-10,Unknown,73,dead_or_stale,Dead/stale/parked company
raw_0331,MarketPilotLegacy,https://marketpilotlegacy.com,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/marketpilotlegacy-331,MarketPilotLegacy is an old startup listing from a previous event.,This website is no longer available.,,2022-01-06,India,Unknown,Unknown,78,dead_or_stale,Dead/stale/parked company
raw_0332,WorkflowFlow,https://workflowflow.io,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/workflowflow-332,"WorkflowFlow is a B2B SaaS company building software for sales, revenue, and operations teams.","WorkflowFlow gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-05-28,Singapore,11-50,Series B,68,qualified_candidate,
raw_0333,PipelineBaseMedia,https://pipelinebasemedia.com,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/pipelinebasemedia-333,PipelineBaseMedia is a creative design and marketing services agency.,"PipelineBaseMedia is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-03-17,Netherlands,1-10,Unknown,84,agency_or_service_provider,Not ICP: agency/service provider
raw_0334,CloudPath,https://cloudpath.io,conference,SaaS Growth Summit Exhibitors,https://example-saas-growth-summit.com/exhibitors/cloudpath-334,"CloudPath is a B2B SaaS company building software for sales, revenue, and operations teams.","CloudPath is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-03-08,US,51-200,Seed,73,qualified_candidate,
raw_0335,FunnelFlow,https://funnelflow.co,conference,B2B Revenue Conference Booth Directory,https://example-saas-growth-summit.com/exhibitors/funnelflow-335,"FunnelFlow is a B2B SaaS company building software for sales, revenue, and operations teams.","FunnelFlow is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-04-24,Singapore,11-50,Unknown,68,qualified_candidate,
raw_0336,WorkflowWorks,https://workflowworks.co,startup_directory,EarlySaaS Directory,https://example-startup-directory.com/company/workflowworks-336,"WorkflowWorks appears in a startup source, but there is limited evidence about current business model or activity.",Early-stage company building workflow tools. More evidence needed.,,2018-01-13,Singapore,Unknown,Unknown,58,needs_review,Needs review: weak evidence
raw_0337,GTMStack,https://gtmstack.dev,startup_directory,EarlySaaS Directory,https://example-startup-directory.com/company/gtmstack-337,"GTMStack is a B2B SaaS company building software for sales, revenue, and operations teams.","GTMStack gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-04-19,US,51-200,Unknown,89,qualified_candidate,
raw_0338,GTMStack AI,https://gtmstack.dev,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/gtmstack-338,"GTMStack is a B2B SaaS company building software for sales, revenue, and operations teams.","GTMStack gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-04-19,US,51-200,Unknown,78,qualified_candidate,
